Equipe;Reference Type;Record Number;Author;Year;Title;Short Title;Journal;Volume;Issue;Date;ISSN;DOI;Article Number;Accession Number;NIHMSID;Conference Name;Pages;Editor;Book Title;ISBN;Series Title;Number of Pages;Abstract
Interet;Journal Article;239;Mirande-Ney, C., Tcherkez, G., Gilard, F., Ghashghaie, J. and Lamade, E.;2019;Effects of Potassium Fertilization on Oil Palm Fruit Metabolism and Mesocarp Lipid Accumulation;Effects of Potassium Fertilization on Oil Palm Fruit Metabolism and Mesocarp Lipid Accumulation;JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;67;33;AUG 21;"0021-8561,1520-5118
";10.1021/acs.jafc.9b04336;;WOS:000482546200032;;;9432-9440;;;;;;Potassium fertilization is commonly practiced in oil palm (Elaeis guineensis) plantations to increase yield. However, its effects on fruit oil content and composition are not well documented. Here, we conducted bunch, metabolomics, and oil composition analyses in two contrasting crosses (Deli x La Me and Deli x Yangambi) grown under different K fertilization conditions. K availability impacted bunch oil content, resulting in lower water content and higher oil proportion in fruit mesocarp, in Deli x La Me only, thus showing differential responses of crosses to K. Oil composition at maturity did not significantly change under low K conditions despite clear alterations in fruit metabolism associated with lipid production during maturation, demonstrating the resilience of oil biosynthetic metabolism. However, the analysis of variance in oil content (across K treatments and crosses) demonstrates that sugar availability, lipid synthesis rates, and metabolic recycling are all important in determining the oil content.
Interet;Journal Article;181;Mora-Herrera, D. Y., Guillaume, S., Snoeck, D. and Escobar, O. Z.;2020;A fuzzy logic based soil chemical quality index for cacao;A fuzzy logic based soil chemical quality index for cacao;COMPUTERS AND ELECTRONICS IN AGRICULTURE;177;;OCT;"0168-1699,1872-7107
";10.1016/j.compag.2020.105624;105624;WOS:000571536600006;;;;;;;;;A soil chemical quality index is designed for cacao production systems. It is based on worldwide scientific knowledge and built using data from three municipalities of Tolima department in Colombia. Fuzzy logic is used in a multicriteria decision making framework in two different ways. First, fuzzy sets are used to model an expert preference relation for each of the individual information sources to turn raw data into satisfaction degrees. Second, fuzzy rules are used to model the interaction between sources to aggregate the individual degrees into a global score. The whole framework is implemented as an open source software called GeoFIS. A part of the data was used for calibration, then the remaining data served as a validation set. The results were easy to analyze and in agreement with field observations. The output inferred by the fuzzy inference system was used as a target to learn the weights of classical numerical aggregation operators. Only the Choquet Integral proved to have a similar modeling ability, but its optimal tuning would have been difficult without learning.
Interet;Journal Article;197;Nicod, T., Bathfield, B., Bosc, P. M., Promkhambut, A., Duangta, K. and Chambon, B.;2020;Households' livelihood strategies facing market uncertainties: How did Thai farmers adapt to a rubber price drop?;Households' livelihood strategies facing market uncertainties: How did Thai farmers adapt to a rubber price drop?;AGRICULTURAL SYSTEMS;182;;JUN;"0308-521X,1873-2267
";10.1016/j.agsy.2020.102846;102846;WOS:000539094200009;;;;;;;;;"Tree crop growers are particularly sensitive to commodity price fluctuations. Since 2012, rubber prices have been decreasing. This article provides a comprehensive analysis of how Thai family farms responded to that continuous decrease in rubber prices. The originality of this work was to combine a farming system approach for decision making with the sustainable rural livelihoods' framework for resource endowment and strategies to benefit from the complementarities of these two theoretical approaches. An existing database was used characterizing the rubber farms and farmers' practices in 2011 when the rubber price was at its maximum. A subsample of farmers was interviewed again in 2017 after six years of price decreases to characterize the new situation and to identify and explain the changes. Fifteen flexibility mechanisms to face the crisis were implemented at three different levels: rubber cropping system, farming system and activity system. Combinations of these mechanisms identified eight strategies of adaptation to the crisis, classified on the reversibility of the changes. Three major types of strategies were identified: (i) reversible adjustments at the level of activity system variables, (ii) mobilization of available production factors to be invested in an activity that allows, over a longer time perspective, compensation for the disturbances caused by the crisis. This type of adaptation was reversible, but its implementation expressed motivation in the medium and long terms; (iii) reallocation of the production factors already mobilized at the level of the rubber cropping system toward other activities, to compensate the disturbances caused by the crisis. This last type induced a deeper transformation in the distribution of the production factors in the activity system and was anchored in a long-term vision. The first type corresponded to a dynamics of disturbances absorption to maintain the smallholders' systems and overcome the crisis; the two other types corresponded to dynamics of compensation with more or less reversible changes. Overall, this study confirmed the capacity of adaptation of family agriculture when facing shocks. It also showed that the flexibility of these households relied greatly on rubber cropping systems through possible technical change and through the adaptation of the share-tapping labor contract. This highlighted the importance of considering farmers' practices (and changes of practices) to understand their strategies."
Interet;Journal Article;121;Noinart, J., Bonfils, F., Musigamart, N., Sainte-Beuve, J. M., Flori, A., Liengprayoon, S., Rattanaporn, K., Granet, F. and Vaysse, L.;2022;Post-harvest maturation of <i>Hevea brasiliensis</i> latex coagula: ranking of the key drivers of the mesostructure and physical properties of natural rubber;Post-harvest maturation of <i>Hevea brasiliensis</i> latex coagula: ranking of the key drivers of the mesostructure and physical properties of natural rubber;JOURNAL OF RUBBER RESEARCH;25;1;FEB;"1511-1768,2524-3993
";10.1007/s42464-022-00146-7;;WOS:000760184300001;FEB 2022;;5-18;;;;;;The coagula derived from Hevea latex are the main raw material for block natural rubber production, especially for the two most commercialized grades (TSR10 and TSR20). The properties and mesostructure of dry natural rubber depend on several factors during coagula maturation. This work investigated an experimental design allowing concomitant control of several factors during maturation of cup coagula, namely, temperature, relative humidity, atmosphere, vertical weight, coagulation conditions, clone, and maturation duration. For each combination of factors, several indicators were measured. They dealt with the coagula (thickness, DRCcoag), with the dry rubber (physical properties (P-0, PRI, ASHT), and the mesostructure (Gel(>1 mu), M-n, M-w, M-z). Statistical treatment of the results (recursive partition) led to a hierarchical ranking of factors for each measured indicator. The first-ranked parameter was coagulation mode followed by genotype (clone) or maturation duration, temperature, or weight application. The provided identification of the most important drivers occurring during coagula maturation could allow improvements of the post-harvest operational handling aiming at a better control of the variability of produced natural rubber properties.
Interet;Journal Article;85;Noinart, J., Vaysse, L., Musigamart, N., Sainte-Beuve, J., Flori, A., Liengprayoon, S., Rattanaporn, K., Granet, F. and Bonfils, F.;2022;Coagulation methods and drying step are the key drivers of the dynamics of structuration of natural rubber during the maturation of coagula;Coagulation methods and drying step are the key drivers of the dynamics of structuration of natural rubber during the maturation of coagula;EXPRESS POLYMER LETTERS;16;11;NOV;1788-618X;10.3144/expresspolymlett.2022.85;;WOS:000859340600005;;;1161-1176;;;;;;The evolution of the mesostructure (structuring dynamics) of natural rubber (NR) during maturation after different modes of coagulation is poorly known, especially inside wet coagula. Therefore, coagula made from 3 different coagulation modes (sulfuric acid, formic acid, and natural coagulations) with different maturation durations (0, 2, 9, 16, 30, and 44 days) were studied. The mesostructure of NR samples was analyzed using SEC-MALS on wet coagula and on wet and dry crepes. For wet coagula coagulated with acids, only Mz and Mw decreased slightly with maturation time, while Mn and Gel>1 mu had no significant evolution during maturation. On the other hand, for wet coagula after natural coagulation, all mesostructure indicators evolved significantly with maturation time. The results showed that structuration increased along maturation time, generating microaggregates with larger size and more structured macrogel inside wet coagula after natural coagulation. This study found that creping process (comparison of wet coagula and wet crepes) had only a moderate effect on the structuration of NR samples. However, the drying process (comparison of wet and dry crepes) had an important effect on the structuration of rubber, especially for natural coagulation and formic acid coagulation. Coagulation with sulfuric acid appeared to slow down the phenomena related to the structuration of microaggregates and macrogel.
Interet;Journal Article;10;Nugroho, R. A. P., Zaag, I., Lamade, E., Lukman, R., Caliman, J. P. and Tcherkez, G.;2024;Metabolomics-Assisted Breeding in Oil Palm: Potential and Current Perspectives;Metabolomics-Assisted Breeding in Oil Palm: Potential and Current Perspectives;INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES;25;18;SEP;"1661-6596,1422-0067
";10.3390/ijms25189833;9833;WOS:001326097300001;;;;;;;;;Oil palm is presently the most important oil-producing crop worldwide in terms of oil production and consumption. However, oil palm cultivation faces important challenges such as adverse climatic conditions, expensive fertilization requirements, and fungal pathogens, including Ganoderma. Intense efforts in oil palm breeding are devoted to improving both oil production yield and resistance to environmental cues. Metabolomics can be of interest because it provides many quantitative traits and metabolic signatures that can be selected for to optimize oil palm performance. Here, we briefly review how metabolomics can help oil palm breeding, and to do so, we give examples of recent metabolomics analyses and provide a roadmap to use metabolomics-assisted breeding.
Interet;Journal Article;248;Padfield, R., Hansen, S., Davies, Z. G., Ehrensperger, A., Slade, E. M., Evers, S., Papargyropoulou, E., Bessou, C., Abdullah, N., Page, S., Ancrenaz, M., Aplin, P., Dzulkafli, S. B., Barclay, H., Chellaiah, D., Choudhary, S., Conway, S., Cook, S., Copeland, A., Campos-Arceiz, A., Deere, N. J., Drew, S., Gilvear, D., Gray, R., Haller, T., Hood, A. S. C., Huat, L. K., Huynh, N., Kangayatkarasu, N., Koh, L. P., Kolandai, S. K., Lim, R. A. H., Yeong, K. L., Lucey, J. M., Luke, S. H., Mitchell, S. L., Montefrio, M. J., Mullin, K., Nainar, A., Nekaris, K. A. I., Nijman, V., Nunes, M., Nurhidayu, S., O'Reilly, P., Puan, C. L., Ruppert, N., Salim, H., Schouten, G., Tallontire, A., Smith, T. E. L., Tao, H. H., Tham, M. H., Varkkey, H., Wadey, J., Yule, C. M., Azhar, B., Sayok, A. K., Vairappan, C., Bicknell, J. E. and Struebig, M. J.;2019;Co-producing a Research Agenda for Sustainable Palm Oil;Co-producing a Research Agenda for Sustainable Palm Oil;FRONTIERS IN FORESTS AND GLOBAL CHANGE;2;;MAY 7;2624-893X;10.3389/ffgc.2019.00013;13;WOS:000516820400001;;;;;;;;;"The rise of palm oil as the world's most consumed vegetable oil has coincided with exponential growth in palm oil research activity. Bibliometric analysis of research outputs reveals a distinct imbalance in the type of research being undertaken, notably a disproportionate focus on biofuel and engineering topics. Recognizing the expansion of oil palm agriculture across the tropics and the increasing awareness of environmental, social, and economic impacts, we seek to reorientate the existing research agenda toward one that addresses the most fundamental and urgent questions defined by the palm oil stakeholder community. Following consultation with 659 stakeholders from 38 countries, including palm oil growers, government agencies, non-governmental organizations, and researchers, the highest priority research questions were identified within 13 themes. The resulting 279 questions, including 26 ranked as top priority, reveal a diversity of environmental and social research challenges facing the industry, ranging from the ecological and ecosystem impacts of production, to the livelihoods of plantation workers and smallholder communities. Analysis of the knowledge type produced from these questions underscores a clear need for fundamental science programmes, and studies that involve the consultation of non-academic stakeholders to develop ""transformative"" solutions to the oil palm sector. Stakeholders weremost aligned in their choice of priority questions across the themes of policy and certification related themes, and differed the most in environmental feedback, technology and smallholder related themes. Our recommendations include improved regional academic leadership and coordination, greater engagement with private and public stakeholders in Africa, and Central and South America, and enhanced collaborative efforts with researchers in the major consuming countries of India and China."
Interet;Journal Article;79;Panklang, P., Thaler, P., Thoumazeau, A., Chiarawipa, R., Sdoodee, S. and Brauman, A.;2022;How 75 years of rubber monocropping affects soil fauna and nematodes as the bioindicators for soil biodiversity quality index;How 75 years of rubber monocropping affects soil fauna and nematodes as the bioindicators for soil biodiversity quality index;ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE;72;1;DEC 31;"0906-4710,1651-1913
";10.1080/09064710.2022.2034930;;WOS:000759900100001;;;612-622;;;;;;Natural rubber consumption has led to the expansion of rubber (Hevea brasiliensis) plantations which affects the deforestation and ecosystem. However, no study of the long-term effect of rubber plantations on soil biodiversity has been carried out yet. This study aimed to assess the long-term impact of continuous rubber monocropping on soil biodiversity, focusing on soil macrofauna and nematode diversity. Three successive rubber rotations at young and old ages were compared with the adjacent forest in Suratthani province, Thailand. Soil biodiversity quality index was calculated from a set of indicators which were combined into a single score to present a functional assessment of the gradient of disturbance. The results showed three negative effects on soil biodiversity (i) the biodiversity quality index immediately declined after deforestation (ii) the old age rubber plantations had a lower soil biodiversity as the nematodes were a main driver of diversity in the young plantation, and (iii) similarly, for the soil chemical properties, the long-term effect of rubber chronosequence evidenced deterioration in the third rotation. Therefore, two rotations of rubber plantation (around 50 years) seemed to be the maximum length of rubber monocropping in terms of soil biodiversity recovery.
Interet;Journal Article;115;Panklang, P., Thoumazeau, A., Chiarawipa, R., Sdoodee, S., Sebag, D., Gay, F., Thaler, P. and Brauman, A.;2022;Rubber, rubber and rubber: How 75 years of successive rubber plantation rotations affect topsoil quality?;Rubber, rubber and rubber: How 75 years of successive rubber plantation rotations affect topsoil quality?;LAND DEGRADATION & DEVELOPMENT;33;8;MAY 15;"1085-3278,1099-145X
";10.1002/ldr.4171;;WOS:000778504800001;APR 2022;;1159-1169;;;;;;"Rubber tree plantations (Hevea brasiliensis) cover large areas in the tropics. In historical producing regions like South Thailand, rubber has been planted by smallholders for three successive rotations lasting a total of 75 years. Despite possible consequences on topsoil, the long-term impacts of repeated rubber plantations on soil quality remain unknown. This study aims to better understand how various factors linked to long-term rubber land use and land use change affect topsoil physico-chemical properties and soil organic carbon (SOC) thermal stability. We focus on the effects of three factors: i. deforestation (change from forest to first rubber plantation); ii. the age of the rubber stand (immature vs. mature); and iii. long-term rubber cultivation (first, second or third successive rotation) over a chronosequence in farmers plots. Our results show that soil was deeply degraded after deforestation to a rubber plantation. Long-term rubber cultivation is also detrimental for the soil and has a more negative impact on soil physico-chemical properties and carbon dynamics, than the age of the rubber stand (e.g., on average, decrease of 50% of SOC content between forest and third rotation). At the third rotation, after 50 years of rubber cultivation, the quality of the 0-10 cm soil layer was very low, with an increase in SOC thermal stability. At this stage, logging practices upset the sustainability of the system. These impacts could be limited by less destructive practices during planting."
Interet;Journal Article;213;Pardon, L., Bockstaller, C., Marichal, R., Sionita, R., Nelson, P. N., Gabrielle, B., Laclau, J. P., Pujianto, Caliman, J. P. and Bessou, C.;2020;IN-Palm: An agri-environmental indicator to assess nitrogen losses in oil palm plantations;IN-Palm: An agri-environmental indicator to assess nitrogen losses in oil palm plantations;AGRONOMY JOURNAL;112;2;MAR-APR;"0002-1962,1435-0645
";10.1002/agj2.20109;;WOS:000543787300011;;;786-800;;;;;;Oil palm (Elaeis guineensis Jacq.) is currently cultivated on 19 million ha, and palm oil represents more than one-third of the global vegetable oil market. Addition of nitrogen (N) via legume cover crop and fertilizers is a common practice in industrial oil palm plantations, however, there is a tendency for N loss, thus contributing significantly to environmental effects. To improve the sustainability of palm oil production, it is crucial to determine which management practices minimize N losses. Continuous field measurements would be cost-prohibiting as a monitoring tool, and in the case of oil palm, available models do not account for all the potential nitrogen inputs and losses or management practices. In this context, we developed IN-Palm, a model to help managers and scientists estimate N losses to the environment and identify best management practices. The main challenge was to build the model in a context of knowledge scarcity. Given these objectives and constraints, we developed an agri-environmental indicator, using the INDIGO method and fuzzy decision trees. We validated the N leaching module of IN-Palm against field data from Sumatra, Indonesia. IN-Palm is implemented in an Excel file and uses 21 readily available input variables to compute 17 modules. It estimates annual emissions and scores for each N-loss pathway and provides recommendations to reduce N losses. IN-Palm predictions of N leaching were acceptable according to several statistics, with a tendency to underestimate nitrogen leaching. Thus, we highlighted necessary improvements to increase IN-Palm precision before use in plantations.
Interet;Journal Article;162;Payen, S., Cosme, N. and Elliott, A. H.;2021;Freshwater eutrophication: spatially explicit fate factors for nitrogen and phosphorus emissions at the global scale;Freshwater eutrophication: spatially explicit fate factors for nitrogen and phosphorus emissions at the global scale;INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT;26;2;FEB;"0948-3349,1614-7502
";10.1007/s11367-020-01847-0;;WOS:000620424200001;FEB 2021;;388-401;;;;;;"Purpose Spatially explicit freshwater eutrophication indicators in life cycle assessment focus on phosphorus as the sole contributor to such impacts. Nitrogen may also be an ecological limiting factor in freshwater systems, but commonly not modelled. This work aims at filling this gap by consistently developing fate factors (FFs) for both dissolved inorganic nitrogen (DIN) and dissolved inorganic phosphorus (DIP), using the same underlying model of nutrient export by rivers. Methods The present FFs were developed for application to both diffuse emissions from soil and point emissions of nutrients to freshwater. The fate processes modelled include nutrient attenuation from land to stream, in the river network, in artificial reservoirs and lakes and associated with water consumption. FFs were calculated at a river basin resolution with a global coverage and at the country and global scales by means of emission-weighting aggregation and distinguishing agricultural from non-agricultural emissions. Results and discussion River basin-scale FFs range from 7.7 x 10(-8) to 330 days for N emissions and from 3.0 x 10(-8) to 520 days for P emissions. Fate factors are aggregated at country and global scale with applicability at such scales in mind. Global average FFs (in days) are FFsoil Nglobal = 125; FFfw N global = 257; FFsoil P global = 23; FFfw P global = 247. Comparison of FFs calculated at various scales showed the importance of using FFs at the highest spatial resolution (i.e. river basin). However, the river basin resolution may be too coarse for certain large basins as demonstrated for the Waikato basin in New Zealand, where FFs calculated at the sub-basin scale varied significantly. The characterisation factors represent the potential contribution of N and P to freshwater eutrophication (in N-eq and P-eq). The N and P components can be aggregated into a single indicator expressed in ""algae-equivalent"" for co-limited catchments or when the limitation status is unknown. The present fate model for freshwater eutrophication is consistent with and complements recent advances in marine eutrophication impact assessment. Conclusion Applying these FFs in conjunction with a spatially explicit inventory data of N and P emissions may improve the environmental relevance of freshwater eutrophication impact assessment in LCA. One limitation is the focus on dissolved N and P, as highlighted by a comparison of attenuation factors with a New Zealand-specific hydrological model. The inclusion of particulate and organic N and P from NEWS2 should be part of future freshwater eutrophication FF developments."
Interet;Journal Article;209;Payen, S., Falconer, S., Carlson, B., Yang, W. and Ledgard, S.;2020;Eutrophication and climate change impacts of a case study of New Zealand beef to the European market;Eutrophication and climate change impacts of a case study of New Zealand beef to the European market;SCIENCE OF THE TOTAL ENVIRONMENT;710;;MAR 25;"0048-9697,1879-1026
";10.1016/j.scitotenv.2019.136120;136120;WOS:000511088800056;;;;;;;;;Objective: Beef production in the Lake Taupo region of New Zealand (NZ) is regulated for nitrogen (N) leaching. The objectives of this study were to 1) evaluate the implications of nitrogen emission limitations on eutrophication and climate change impacts of NZ beef through its life cycle to a European market and uniquely link it to 2) estimation of the reduction in these impacts that can be funded by the consumer's willingness to pay (WTP) a premium for a low environmental-impact product. Method: The cradle-to-market Life Cycle Assessment (LCA) of NZ beef on the European market included beef production on farms, meat processing, packaging and transport stages. Various beef production systems in the Lake Taupd region were modelled: farm systems with and without regulated N leaching limits in place (using N fertiliser inputs of 0 and 100 kg N/ha/year respectively) using suckler beef or beef derived from surplus calves from a dairy farm. The FARMAX model was used to model farm productivity and profitability under these various scenarios, whereas the OVERSEER (R) model was used to model field/farm emissions (N, phosphorus (P)) and the NZ greenhouse gas (GHG) Inventory model was used to estimate total GHG emissions. Eutrophication and climate change impacts of NZ beef to the European market were calculated using recent regionalised LCA indicators. We estimated freshwater and marine eutrophication impacts of European beef using published N emissions to water and air. We estimated the European consumer's WTP for beef with positive environmental attributes based on a meta-regression analysis based on 21 published studies and compared farmer's profit for the farm system scenarios. Results: When using common P-driven eutrophication indicators, the farms using 100 kg fertiliser-N/ha/year appeared to have a lower freshwater eutrophication impact than farms using no N fertiliser, which is in contradiction with the local freshwater policy for N regulations. When the contribution of both N and P were accounted for, the farms using no N fertiliser had the lowest estimated impact Comparison with published environmental footprint of beef from Europe showed lower climate change and eutrophication impacts for NZ beef, thus showing potential positive environmental attributes for NZ beef. The European consumer's WIP (32% price premium) for such a beef product with low environmental impacts could offset the cost to farmers for implementing the reduction of N emissions. Conclusions: Bridging the gap between local freshwater policy and LCA indicators starts by considering both P and N emissions and impacts. Combining an environmental LCA with an economic analysis revealed that the consumer willingness to pay could compensate for the environmental cost of protecting the lake that currently only the farmers are bearing. (C) 2019 Elsevier B.V. All rights reserved.
Interet;Journal Article;86;Penot, E., Theriez, M., Michel, I., Tongkaemkaew, U. and Chambon, B.;2022;Agroforestry rubber networks and farmers groups in Phatthalung area in Southern Thailand: A potential for an innovation platform?;Agroforestry rubber networks and farmers groups in Phatthalung area in Southern Thailand: A potential for an innovation platform?;FOREST AND SOCIETY;6;2;NOV;"2549-4724,2549-4333
";10.24259/fs.v6i2.12481;;WOS:000811388600002;;;503-526;;;;;;"The study took place in southern Thailand, in Phatthalung province, and is part of ""Heveadapt,"" a Franco-Thai research project. The aim of this project was to show how smallholder rubber plantations can adapt and remain sustainable in the face of variable climatic conditions and deep changes in socio-economic context. Among the various types of cropping systems, agroforestry practices were identified as promising. Rubber agroforestry systems (AFS) are economically more productive than rubber monocrop plantations and give more flexibility to smallholders, in particular when rubber prices are low, which has been the case since 2013. However, adoption of AFS during the mature period of the plantations is very low in Thailand. The policy to boost rubber agroforestry practices still needs to be developed with all local stakeholders. The objectives of the study were to identify the possibilities and capacities to use current AFS dynamic networks as a basis to set up a rubber agroforestry innovation platform. The research team studied: i) farmers' collective organizations, groups or networks with rubber AFS partially or entirely and ii) the social dynamic enabling the sharing of knowledge and know-how. An individual producer's grid, with original farmers or strong knowledge with ease of sharing, was also studied. The role of local institutions involved in the promotion of rubber AFS was also analyzed. This allowed us to design an innovation platform and to define activities that suit the socio-economic context of Phatthalung province. The main aims of the platform are to promote cooperation among innovative producers and the transmission between them of knowledge and know-how about rubber AFS. This could an efficient tool that Thai rubber institutions could set up to encourage the adoption of rubber AFS by farmers."
Interet;Journal Article;218;Perret, S. R. and Payen, S.;2020;IRRIGATION AND THE ENVIRONMENTAL TRAGEDY: PATHWAYS TOWARDS SUSTAINABILITY IN AGRICULTURAL WATER USE;IRRIGATION AND THE ENVIRONMENTAL TRAGEDY: PATHWAYS TOWARDS SUSTAINABILITY IN AGRICULTURAL WATER USE;IRRIGATION AND DRAINAGE;69;2;APR;"1531-0353,1531-0361
";10.1002/ird.2404;;WOS:000509641000001;JAN 2020;;263-271;;;;;;Global environmental degradation, and the diverse and intense interactions between irrigation and the environment, are prompting the sector to play a more active role towards sustainability. This paper builds on ICID's 2030 vision on a more sustainable irrigation sector. It recaps the various environmental impacts of irrigation systems and calls for a threefold paradigm shift: the objectives of irrigation, its practices, and the ways to assess its impacts must evolve. The paper critically analyses the Sustainable Development Goals (SDGs') framework, which provides a prompting set of orientations, yet with little consideration of the systemic nature of irrigation. The paper promotes more operational frameworks: nexus thinking and the ecosystem services' framework, since both allow for systemic approaches, and for developing trade-offs. The paper also discusses the merits of life cycle analysis (LCA) for environmental impact assessment. The benefits gained through these alternative approaches are illustrated in two cases of environmental impacts: return flow and salinization. Finally, the paper suggests combining these approaches with three principles for fostering a true paradigm shift in agricultural water use: developing and using suitable metrics, combining models to reconnect economic concerns with environmental ones, and considering larger territories and ecosystems to cater for interactions with the environment. (c) 2020 John Wiley & Sons, Ltd.
Interet;Journal Article;125;Perron, T., Kouakou, A., Simon, C., Mareschal, L., Frédéric, G., Soumahoro, M., Kouassi, D., Rakotondrazafy, N., Rapidel, B., Laclau, J. P. and Brauman, A.;2022;Logging residues promote rapid restoration of soil health after clear-cutting of rubber plantations at two sites with contrasting soils in Africa;Logging residues promote rapid restoration of soil health after clear-cutting of rubber plantations at two sites with contrasting soils in Africa;SCIENCE OF THE TOTAL ENVIRONMENT;816;;APR 10;"0048-9697,1879-1026
";10.1016/j.scitotenv.2021.151526;151526;WOS:000764635400009;FEB 2022;;;;;;;;"Soil health is defined as the soil's capacity to deliver ecosystem functions within environmental constraints. On tree plantations, clear-cutting and land preparation between two crop cycles cause severe physical disturbances to the soil and seriously deplete soil organic carbon and biodiversity. Rubber, one of the main tropical perennial crops worldwide, has a plantation life cycle of 25 to 40 years, with successive replanting cycles on the same plot. The aim of this study was to assess the effects of clear-cutting disturbance on three soil functions (carbon transformation, nutrient cycling and structure maintenance) and their restoration after the planting of the new rubber crop, in two contrasting soil situations (Arenosol and Ferralsol) in Cote d'Ivoire. In this 18-month diachronic study, we intensively measured soil functions under different scenarios as regards the management of logging residues and the use or not of a legume cover crop. We investigated the relationship between soil macrofauna diversity and soil heath. At both sites, clear-cutting and land preparation disturbed carbon transformation and nutrient cycling significantly and, to a lesser extent, structure maintenance function. When logging residues were applied, carbon transformation and structure maintenance functions were fully restored within 12 to 18 months after disturbance. By contrast, no restoration of nutrient cycling was observed over the study period. A legume cover crop mainly improved the restoration of carbon transformation. We found a strong relationship (P <= 0.001; R-2 = 0.62-0.66) between soil macrofauna diversity and soil health. Our overall results were very similar at the two sites, despite their contrasting soil conditions. Keeping logging residues in the plots and sowing a legume in the inter-row at replanting accelerated the restoration of soil functions after major disturbance caused by clear-cutting and land preparation. Our results confirm the necessity of taking soil macrofauna diversity into account in the management of tropical perennial crops. (C) 2021 Elsevier B.V. All rights reserved."
Interet;Journal Article;31;Perron, T., Legrand, M., Janeau, J. L., Manizan, A., Vierling, C., Kouakou, A., Brauman, A., Gay, F., Laclau, J. P. and Mareschal, L.;2024;Runoff and soil loss are drastically decreased in a rubber plantation combining the spreading of logging residues with a legume cover;Runoff and soil loss are drastically decreased in a rubber plantation combining the spreading of logging residues with a legume cover;SCIENCE OF THE TOTAL ENVIRONMENT;913;;FEB 25;"0048-9697,1879-1026
";10.1016/j.scitotenv.2023.169335;169335;WOS:001154631700001;JAN 2024;;;;;;;;Soil erosion on agricultural land is a major threat for food and raw materials production. It has become a major concern in rubber (Hevea brasiliensis) plantations introduced on sloping ground. Alternative agroecological crop management practices must be investigated. One aim of our study was to assess the ability of logging residues (i. e., trunks, branches, leaves and stumps of a clearcut plantation) and of legume cover (Pueraria phaseoloides) to mitigate N, P and K losses through runoff and soil detachment in a young rubber plantation. The other aim was to investigate the relationships of these nutrient losses with soil structure and soil macrofauna diversity. Runoff and soil loss were monitored for 3 years using 1-m2 plots under different practices as regards the management of logging residues and the use or not of a legume. The monitoring started when rubber trees were one-year-old. The planting row, where soil was bare, was the hotspot of soil erosion, with an average runoff of 832 mm y-1 and soil loss of 3.2 kg m- 2 y-1. Sowing a legume in the inter -row reduced runoff and soil loss by 88 % and 98 % respectively, compared to bare soil. Spreading logging residues as well as growing a legume cover almost eliminated runoff and soil detachment (19 mm y-1 and 4 g m- 2 y-1 respectively). Nutrient losses were negligible as long as the soil surface was covered by a legume crop, with or without logging residues. Total N loss from soil detachment ranged from 0.02 to 0.2 g m- 2 y-1, for example. Spreading logging residues in the inter -rows significantly improved soil structure and soil macrofauna diversity compared to bare soil. Nutrient losses from runoff and soil detachment were negatively correlated with improved soil structure and soil macrofauna diversity. We recommend investigating alternative ways to manage planting rows.
